,Class,Parent,Ancestor,Sibling
542,Serving tray,['Tableware'],['Kitchenware'],"['Chopsticks', 'Teapot', 'Mug', 'Coffee cup', 'Salt and pepper shakers', 'Mixing bowl', 'Saucer', 'Cocktail shaker', 'Bottle', 'Bowl', 'Plate', 'Pitcher (Container)', 'Kitchen knife', 'Jug', 'Platter', 'Wine glass', 'Spoon', 'Fork', 'Cake stand']"
543,Kitchen & dining room table,['Table'],['Furniture'],['Coffee table']
544,Dog bed,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
545,Cake stand,['Tableware'],['Kitchenware'],"['Chopsticks', 'Teapot', 'Mug', 'Coffee cup', 'Salt and pepper shakers', 'Mixing bowl', 'Saucer', 'Cocktail shaker', 'Bottle', 'Bowl', 'Plate', 'Pitcher (Container)', 'Kitchen knife', 'Jug', 'Platter', 'Wine glass', 'Spoon', 'Fork', 'Serving tray']"
546,Cat furniture,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
547,Bathroom accessory,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
548,Facial tissue holder,['Bathroom accessory'],[],"['Towel', 'Toilet paper', 'Soap dispenser']"
549,Pressure cooker,['Kitchen appliance'],['Kitchenware'],"['Oven', 'Blender', 'Slow cooker', 'Food processor', 'Refrigerator', 'Waffle iron', 'Mixer', 'Coffeemaker', 'Microwave oven', 'Dishwasher']"
550,Kitchen appliance,['Kitchenware'],[],"['Kitchen utensil', 'Tableware', 'Frying pan', 'Wok', 'Spice rack']"
551,Tire,['Auto part'],"['Land vehicle', 'Vehicle']","['Vehicle registration plate', 'Wheel', 'Seat belt']"
552,Ruler,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Binoculars']"
553,Luggage and bags,['Clothing'],[],"['Shorts', 'Dress', 'Swimwear', 'Brassiere', 'Tiara', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Sports uniform', 'Helmet']"
554,Microphone,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Telephone', 'Tablet computer', 'Ipod', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
555,Broccoli,['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Garden Asparagus', 'Squash (Plant)', 'Cabbage', 'Carrot', 'Salad', 'Bell pepper', 'Winter melon']"
556,Umbrella,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Sock', 'Earrings', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Glasses', 'Crown']"
557,Pastry,['Baked goods'],['Food'],"['Pretzel', 'Bagel', 'Muffin', 'Cookie', 'Bread']"
558,Grapefruit,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
559,Band-aid,['Medical equipment'],['Building'],"['Syringe', 'Stretcher', 'Stethoscope']"
560,Animal,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
561,Bell pepper,['Vegetable'],['Food'],"['Cucumber', 'Radish', 'Artichoke', 'Potato', 'Tomato', 'Garden Asparagus', 'Squash (Plant)', 'Cabbage', 'Carrot', 'Salad', 'Broccoli', 'Winter melon']"
562,Turkey,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Falcon', 'Parrot', 'Sparrow']"
563,Lily,['Flower'],['Plant'],"['Lavender (Plant)', 'Rose', 'Common sunflower']"
564,Pomegranate,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Watermelon', 'Cantaloupe']"
565,Doughnut,['Pastry'],"['Baked goods', 'Food']","['Croissant', 'Tart']"
566,Glasses,"['Fashion accessory', 'Personal care']",['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Sock', 'Earrings', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Umbrella', 'Crown', 'Toothbrush', 'Crutch', 'Cream', 'Diaper', 'Wheelchair']"
567,Human nose,['Human body'],['Person'],"['Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human body', 'Auto part', 'Coconut']"
568,Pen,['Office supplies'],[],"['Scissors', 'Poster', 'Calculator', 'Box', 'Stapler', 'Whiteboard', 'Pencil sharpener', 'Eraser', 'Fax', 'Adhesive tape', 'Ring binder', 'Pencil case', 'Plastic bag', 'Paper cutter', 'Toilet paper', 'Envelope']"
569,Ant,['Insect'],"['Invertebrate', 'Animal']","['Bee', 'Beetle', 'Moths and butterflies', 'Dragonfly']"
570,Car,['Land vehicle'],['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Tank', 'Train', 'Truck', 'Unicycle', 'Taxi', 'Wheelchair']"
571,Aircraft,['Vehicle'],[],"['Land vehicle', 'Watercraft']"
572,Human hand,['Human body'],['Person'],"['Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human body', 'Auto part', 'Coconut']"
573,Skunk,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Alpaca', 'Armadillo']"
574,Teddy bear,"['Toy', 'Bear']","['Carnivore', 'Mammal', 'Animal']","['Doll', 'Balloon', 'Dice', 'Flying disc', 'Kite', 'Brown bear', 'Panda', 'Polar bear']"
575,Watermelon,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Cantaloupe']"
576,Cantaloupe,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon']"
577,Dishwasher,"['Home appliance', 'Kitchen appliance']",['Kitchenware'],"['Washing machine', 'Toaster', 'Oven', 'Blender', 'Gas stove', 'Mechanical fan', 'Heater', 'Kettle', 'Hair dryer', 'Refrigerator', 'Wood-burning stove', 'Humidifier', 'Mixer', 'Coffeemaker', 'Microwave oven', 'Sewing machine', 'Hand dryer', 'Ceiling fan', 'Slow cooker', 'Food processor', 'Waffle iron', 'Pressure cooker']"
578,Flute,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trombone', 'Trumpet', 'Violin', 'Chime', 'Accordion', 'Maracas']"
579,Balance beam,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Helmet', 'Billiard table']"
580,Sandwich,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Dairy Product', 'Sushi']"
581,Shrimp,"['Shellfish', 'Marine invertebrates']","['Seafood', 'Food', 'Invertebrate', 'Animal']","['Oyster', 'Lobster', 'Crab', 'Starfish', 'Isopod', 'Squid', 'Jellyfish']"
582,Sewing machine,['Home appliance'],[],"['Washing machine', 'Toaster', 'Oven', 'Blender', 'Gas stove', 'Mechanical fan', 'Heater', 'Kettle', 'Hair dryer', 'Refrigerator', 'Wood-burning stove', 'Humidifier', 'Mixer', 'Coffeemaker', 'Microwave oven', 'Dishwasher', 'Hand dryer', 'Ceiling fan']"
583,Binoculars,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler']"
584,Rays and skates,['Fish'],['Animal'],"['Goldfish', 'Shark', 'Seahorse']"
585,Ipod,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
586,Accordion,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trombone', 'Trumpet', 'Violin', 'Chime', 'Flute', 'Maracas']"
587,Willow,['Tree'],['Plant'],"['Christmas tree', 'Palm tree', 'Maple']"
588,Crab,"['Shellfish', 'Marine invertebrates']","['Seafood', 'Food', 'Invertebrate', 'Animal']","['Oyster', 'Lobster', 'Shrimp', 'Starfish', 'Isopod', 'Squid', 'Jellyfish']"
589,Crown,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Sock', 'Earrings', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Umbrella', 'Glasses']"
590,Seahorse,['Fish'],['Animal'],"['Goldfish', 'Shark', 'Rays and skates']"
591,Perfume,['Cosmetics'],[],"['Face powder', 'Hair spray', 'Lipstick']"
592,Alpaca,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Armadillo']"
593,Taxi,['Land vehicle'],['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Tank', 'Train', 'Truck', 'Unicycle', 'Car', 'Wheelchair']"
594,Canoe,['Boat'],"['Watercraft', 'Vehicle']","['Barge', 'Gondola']"
595,Remote control,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
596,Wheelchair,"['Land vehicle', 'Personal care']",['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Tank', 'Train', 'Truck', 'Unicycle', 'Car', 'Taxi', 'Toothbrush', 'Sunglasses', 'Goggles', 'Crutch', 'Cream', 'Diaper', 'Glasses']"
597,Rugby ball,['Ball'],"['Sports equipment', 'Building']","['Football', 'Cricket ball', 'Volleyball (Ball)', 'Tennis ball']"
598,Armadillo,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca']"
599,Maracas,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trombone', 'Trumpet', 'Violin', 'Chime', 'Flute', 'Accordion']"
600,Helmet,"['Sports equipment', 'Clothing']",['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Billiard table', 'Shorts', 'Dress', 'Swimwear', 'Brassiere', 'Tiara', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Sports uniform', 'Luggage and bags']"
